series_id,display_name,content_type,genre_normalized,era_bucket,_storyline,_tone,_maturity,_director,_actor,n_episodes_tagged
struct::3f98e2d2-697a-4da5-97e2-e3113ec46a7c,Paranoia (Hindi) Season 1,series,Thriller,2020s,"['comedy_of_errors', 'deception_disguise', 'life_threat', 'mistaken_identity', 'survival']","['comedic', 'dark', 'eerie', 'mysterious', 'suspenseful', 'tense']","['foul language', 'frightening scenes', 'mature themes', 'violence']","['Annapurna Basu', 'Sourav Chakraborty', 'Tathagata Ghosh']","['Anindya Sain', 'Ankita Roy', 'Atmadeep Ghosh', 'Dipak Haldar', 'Raja Chakraborty', 'Rayati Bhattacharya', 'Saayoni Ghosh', 'Satyam Bhattacharya']",4
struct::42c19725-9d73-4bb8-8fd6-d6ef6228958c,Sampurna Season 2,series,Social Drama,2020s,"['family_conflict', 'family_secrets', 'legal_case_trial']","['dramatic', 'emotional']","['child abuse', 'foul language']",['Sayantan Ghosal'],"['Bhaswar Chatterjee', 'Kaushik Sen', 'Manasi Sinha', 'Prantik Banerjee', 'Rajnandini Paul', 'Sohini Sarkar']",1
struct::479b65aa-7926-4c05-8284-27bae9addb04,Adalat: Insaaf Ki Jung (Hindi) Season 1,series,Drama,2020s,"['cover_up', 'crime_investigation', 'harassment_accusation', 'legal_case_trial', 'social_injustice']","['dark', 'dramatic', 'empowering', 'mysterious', 'suspenseful', 'tense']","['alcohol', 'foul language', 'mature themes', 'sexual abuse', 'smoking']",['Kamaleswar Mukherjee'],"['Basabdatta Chatterjee', 'Koushani Mukherjee', 'Shoumo Banerjee']",7
struct::4dd79cf6-78d3-4cf6-8755-9354b00a25e2,Shohrat: A Fan Investigates (Hindi) Season 1,series,Mystery Drama,2020s,"['betrayal', 'cover_up', 'crime_investigation', 'deception_disguise', 'extramarital_affair', 'family_conflict', 'family_secrets', 'missing_person', 'murder_mystery']","['dark', 'dramatic', 'mysterious', 'suspenseful', 'tense']","['alcohol', 'content restricted to adults', 'foul language', 'mature themes', 'smoking', 'substance use', 'suicide', 'violence']","['Taneem Rahman Angshu', 'Tauquir Ahmed']","['Abu Hurayra Tanvir', 'Gazi Rakayet', 'Shahnaz Sumi', 'Tama Mirza', 'Tania Ahmed', 'Tariq Anam Khan', 'Yash Rohan', 'Ziaul Faruq Apurba']",8
struct::52747f48-1359-44cb-a987-8669fd6cdc55,Kaiser (Hindi) Season 1,series,Thriller,2020s,"['crime_investigation', 'life_threat', 'murder_mystery']","['suspenseful', 'tense']","['foul language', 'substance use', 'suicide', 'violence']",['Tanim Noor'],"['Afran Nisho', 'Imtiaz Barshon', 'Mostafizur Noor Imran', 'Reekita Nondine Shimu', 'Shatabdi Wadud', 'Sumon Anowar']",1
struct::572820d6-ca6b-43bb-bfff-73f9992231d8,Roktofolok Season 1,series,Horror,2020s,"['curse_ritual', 'deception_disguise', 'family_secrets', 'final_battle', 'life_threat', 'supernatural_threat']","['dark', 'eerie', 'intense', 'ominous', 'suspenseful', 'tense']","['alcohol', 'foul language', 'frightening scene', 'gore', 'mature themes', 'nudity', 'smoking', 'substance abuse', 'suicide', 'violence']",[],"['Arjun Chakrabarty', 'Mohana Maiti', 'Parambrata Chattopadhyay', 'Saswata Chatterjee']",6
struct::5897931c-b645-4d46-836f-05f521543f7b,Feludar Goyendagiri Season 3,series,Detective,2020s,"['crime_investigation', 'family_secrets', 'life_threat', 'murder_mystery']","['intense', 'mysterious', 'suspenseful', 'tense']","['smoking', 'violence']",['Kamaleswar Mukherjee'],"['Anirban Chakrabarti', 'Kalpan Mitra', 'Tota Roy Choudhury']",7
struct::663d8265-4d7d-47c7-9246-1605a57226a1,Shraap (Hindi) Season 1,series,Horror,2020s,"['curse_ritual', 'deception_disguise', 'family_secrets', 'final_battle', 'life_threat', 'supernatural_threat']","['dark', 'eerie', 'intense', 'ominous', 'suspenseful', 'tense']","['alcohol', 'foul language', 'frightening scene', 'gore', 'mature themes', 'nudity', 'smoking', 'substance abuse', 'violence']",[],"['Arjun Chakrabarty', 'Mohana Maiti', 'Parambrata Chattopadhyay', 'Saswata Chatterjee']",6
struct::667db0c3-8e08-49a8-b7a4-ecf358f9531d,Atonko Season 1,series,Social Drama,2020s,"['betrayal', 'cover_up', 'deception_disguise', 'domestic_conflict', 'family_conflict', 'family_secrets', 'harassment_accusation', 'in_law_tension', 'legal_case_trial', 'manipulation']","['dark', 'dramatic', 'emotional', 'mysterious', 'ominous', 'suspenseful', 'tense', 'tragic']","['domestic violence', 'foul language', 'mature themes', 'rape', 'self-harm', 'sexual abuse', 'smoking', 'substance abuse', 'violence']",['Suman Das'],"['Abhishek Bose', 'Soumitrisha Kundoo', 'Subrat Dutta']",18
struct::67475b49-dd4e-46d3-9c4d-53d638519214,Office Days Season 1,series,Drama,2020s,"['comedy_of_errors', 'ensemble_multiple_storylines', 'self_discovery']","['comedic', 'dramatic', 'tense']",['suitable for all ages'],['Samrat Sharma'],"['Aryann Bhowmik', 'Dibyasha Das', 'Prantika Das', 'Rwitobroto Mukherjee']",4
struct::6fb5ec73-572d-4b57-80c8-99e1b825cb70,Headline Season 1,series,Suspense,2020s,"['betrayal', 'cover_up', 'crime_investigation', 'deception_disguise', 'espionage_undercover', 'kidnapping', 'life_threat', 'missing_person', 'survival']","['intense', 'mysterious', 'ominous', 'suspenseful', 'tense']","['alcohol', 'foul language', 'mature themes']",['Saleh Sobhan Auneem'],"['Yash Rohan', 'Ziaul Faruq Apurba']",8
struct::72e15036-ea0d-4e16-86a7-ad2d3b8499e1,Goalmaal (Hindi) Season 1,series,Comedy,2020s,"['comedy_of_errors', 'family_conflict']","['chaotic', 'comedic']","['foul language', 'sexual content', 'substance use']",['Mainak Bhaumik'],"['Amartya Ray', 'Anirban Chakrabarti', 'Susmita Chatterjee']",1
struct::75c9d0b7-05b8-4978-b0da-c341c7499f2a,Sunrise Bhojonbilashi Season 2,series,Reality TV,2020s,"['gender_empowerment', 'midlife_crisis', 'self_discovery', 'unlikely_friendship']","['emotional', 'heartwarming', 'uplifting']",['suitable for all ages'],"['Anjan Dutt', 'Sayantan Dhara']","['Mir Afsar Ali', 'Parno Mittra', 'Sreenanda Shankar', 'Swastika Mukherjee']",5
struct::7f821bd8-736d-4039-af79-ab2456b5d524,Gopon Holeo Parto Season 1,series,Romance,2020s,"['comedy_of_errors', 'deception_disguise', 'love_triangle']","['comedic', 'dramatic', 'heartwarming']",['suitable for all ages'],['Sayantan Dhara'],"['Angana Roy', 'Rishav Basu']",2
struct::804fc8c7-5162-4880-b508-bb3fedf431b2,Bodh Season 1,series,Drama,2020s,"['betrayal', 'cover_up', 'crime_investigation', 'deception_disguise', 'fugitive_manhunt', 'missing_person', 'murder_mystery', 'political_unrest']","['mysterious', 'suspenseful', 'tense']","['alcohol', 'foul language', 'smoking', 'substance use', 'violence']",['Amitabh Reza Chowdhury'],"['Afzal Hossain', 'Khairul Basar', 'Orchita Sporshia', 'Rawnak Hasan', 'Runa Khan', 'Sarah Alam', 'Shahjahan Shamrat']",8
struct::80ef1406-84f7-47b8-a660-f9fa58af72b1,Meyebela Season 1,series,Drama,2020s,"['domestic_conflict', 'reconciliation', 'unlikely_friendship']","['bittersweet', 'chaotic', 'dramatic', 'emotional']",['suitable for all ages'],['Ayan Chakraborti'],"['Aishwarya Sen', 'Dibyasha Das', 'Surangana Bandopadhyay', 'Swikriti Majumdar']",4
struct::8601cf75-011c-49dc-ae32-2d89177299b5,Talaash (Hindi) Season 1,series,Thriller,2020s,"['betrayal', 'cover_up', 'crime_investigation', 'family_secrets', 'fugitive_manhunt', 'life_threat', 'missing_person', 'murder_mystery', 'unlikely_friendship']","['dark', 'dramatic', 'emotional', 'mysterious', 'ominous', 'suspenseful', 'tense']","['alcohol', 'foul language', 'mature themes', 'smoking', 'violence']",['Aditi Roy'],"['Sagnik', 'Shaheb Chattopadhyay', 'Subhashree Ganguly']",7
struct::9ac0e1eb-1800-42c9-8cbd-6c52fb07d70f,Kumudini Bhavan Season 1,series,Mystery Drama,2020s,"['crime_investigation', 'life_threat', 'murder_mystery']","['dark', 'dramatic', 'mysterious', 'suspenseful', 'tense']","['foul language', 'mature themes', 'smoking', 'substance use', 'suicide', 'violence']",['Arkadeep Mallika Nath'],"['Ambarish Bhattacharya', 'Anashua Majumdar', 'Arunima Haldar', 'Rishav Basu', 'Ushasi Ray']",7
struct::9ac7cc29-f787-4a10-8c3c-61c471e9fe36,Raaz (Hindi) Season 1,series,Murder Mystery,2020s,"['betrayal', 'cover_up', 'crime_investigation', 'family_secrets', 'life_threat', 'murder_mystery']","['dark', 'dramatic', 'mysterious', 'suspenseful', 'tense']","['alcohol', 'foul language', 'smoking', 'suicide', 'violence']",['Aditi Roy'],"['Angana Roy', 'Priyanka Sarkar', 'Ridhima Ghosh', 'Susmita Dey']",7
struct::a0407d81-ac75-40f7-9b6e-7b3bbcd94900,Raat ka Raag (Hindi) Season 1,series,Horror,2020s,"['cover_up', 'curse_ritual', 'family_secrets', 'ghost_haunting', 'life_threat', 'supernatural_threat', 'survival']","['bittersweet', 'dark', 'dramatic', 'eerie', 'intense', 'mysterious', 'ominous', 'tense']","['mature themes', 'sexual abuse', 'violence']",['Joydeep Mukherjee'],"['Satyam Bhattacharya', 'Sreeja Dutta', 'Surangana Bandopadhyay']",6
struct::a399334e-3750-4f57-ab6d-4ff7a14eec07,Mandaar (Hindi) Season 1,series,Drama,2020s,"['betrayal', 'curse_ritual', 'family_conflict', 'family_rivalry', 'final_battle', 'manipulation']","['dark', 'intense', 'ominous', 'tense', 'tragic']","['foul language', 'sexual content', 'sexual violence', 'substance use', 'suicide', 'violence']",[],"['Anirban Bhattacharya', 'Debasish Mondal', 'Debesh Roy Choudhuri', 'Sohini Sarkar']",4
struct::a54a3231-1c42-41b0-b1d0-333bd75b859e,Bhootiyapa (Hindi) Season 1,series,Horror Comedy,2020s,"['comedy_of_errors', 'deception_disguise', 'forbidden_love', 'ghost_haunting']","['chaotic', 'comedic', 'eerie']","['alcohol', 'foul language', 'smoking', 'violence']",[],"['Avery Singha Roy', 'Dipanwita Sarkar', 'Kaushik Hafizee']",5
struct::a5abc0c0-ea6c-4350-b369-ca735740ffce,Apne Paraye (Hindi) Season 1,series,Drama,2020s,"['betrayal', 'comedy_of_errors', 'crime_investigation', 'deception_disguise', 'domestic_conflict', 'family_conflict', 'family_secrets', 'harassment_accusation', 'in_law_tension', 'legal_case_trial', 'life_threat', 'love_triangle', 'manipulation', 'murder_mystery', 'paternity_question', 'scam_con']","['dramatic', 'emotional', 'suspenseful', 'tense']","['alcohol', 'foul language', 'mature themes', 'sexual abuse', 'smoking', 'suicide', 'violence']",['Soumen Halder'],"['Anumegha Kahali', 'Pratik Dutta', 'Ritabhari Chakraborty']",24
struct::a61108cb-49ed-4e1d-9788-c35faa85753f,Queens (Hindi) Season 1,series,Drama,2020s,"['betrayal', 'family_rivalry', 'kidnapping', 'life_threat', 'missing_person', 'survival']","['dramatic', 'intense', 'suspenseful', 'tense', 'tragic']","['alcohol', 'foul language', 'smoking', 'violence']",['Nirjhar Mitra'],"['Baishakhi Marjit', 'Mimi Chakraborty', 'Payel De']",7
struct::a650432a-336d-4db5-95f2-1ac7a86d4e95,Anjaan Saaye (Hindi) Season 2,series,Horror,2020s,"['cover_up', 'curse_ritual', 'deception_disguise', 'final_battle', 'ghost_haunting', 'kidnapping', 'life_threat', 'supernatural_threat']","['dark', 'eerie', 'intense', 'ominous', 'tense']","['alcohol', 'foul language', 'frightening scene', 'mature themes', 'sexual abuse', 'smoking', 'suicide', 'violence']",['Sayantan Ghosal'],"['Chiranjeet Chakrabarti', 'Gaurav Chakrabarty', 'Kanchan Mullick']",6
struct::b4050a70-0699-4927-af88-648c7c22d1e8,Bhalobashar Bari Season 2,series,Romantic Comedy,2020s,"['comedy_of_errors', 'deception_disguise', 'family_conflict', 'reconciliation', 'self_discovery']","['comedic', 'dramatic', 'emotional', 'heartwarming', 'uplifting']",['suitable for all ages'],['Aritra Sen'],"['Angana Roy', 'Soumya Mukherjee']",4
struct::b798b11e-0af0-431a-87cd-c9f184047ab3,Postmaster (Hindi) Season 1,series,Comedy Drama,2020s,"['family_secrets', 'forbidden_love', 'ghost_haunting', 'missing_person', 'self_discovery', 'unlikely_friendship']","['bittersweet', 'comedic', 'eerie', 'emotional', 'heartwarming', 'mysterious']",['appropriate for age 7 and above'],['Abhrajit Sen'],"['Ditipriya Roy', 'Kanchan Mullick', 'Suhotra Mukhopadhyay']",6
struct::bf55775c-c501-47f2-8dd9-8ade8e1e1001,Thakumar Jhuli Season 1,series,Mystery Drama,2020s,"['crime_investigation', 'deception_disguise', 'family_conflict', 'life_threat', 'missing_person', 'murder_mystery']","['dark', 'mysterious', 'suspenseful', 'tense']","['foul language', 'smoking', 'substance abuse', 'violence']",['Ayan Chakraborti'],"['Debraj Bhattacharya', 'Divyani Mondal', 'Rahul Arunoday Banerjee', 'Srabanti Chatterjee']",8
struct::c3bacc56-0a45-4a93-ba2e-f9ef57750c76,Khoj: A Mission (Hindi) Season 1,series,Thriller,2020s,"['betrayal', 'crime_investigation', 'espionage_undercover', 'fugitive_manhunt', 'life_threat', 'missing_person', 'terrorism']","['intense', 'ominous', 'suspenseful', 'tense']","['foul language', 'mature themes', 'smoking', 'violence']","['Faisal Ahmed', 'Sunny Sanwar']","['AK Azad Shetu', 'Bidya Sinha Saha Mim', 'FS Nayeem', 'Hasnat Ripon', 'Nishat Priom', 'Shahriar Shajib', 'Sumit Sen Gupta']",10
struct::c4dd7e1e-052f-4322-b2c5-2b1d2f400005,Queens Season 1,series,Revenge Thriller,2020s,"['betrayal', 'family_rivalry', 'kidnapping', 'life_threat', 'missing_person']","['dark', 'dramatic', 'intense', 'suspenseful', 'tense', 'tragic']","['alcohol', 'foul language', 'smoking', 'suicide', 'violence']","['Joydeep Mukherjee', 'Nirjhar Mitra']","['Baishakhi Marjit', 'Mimi Chakraborty', 'Payel De']",7
struct::c645e3d3-69a0-4040-8ed7-78ed30ddc17b,Hostel Days (Hindi) Season 1,series,Comedy,2020s,"['betrayal', 'comedy_of_errors', 'ensemble_multiple_storylines', 'family_secrets', 'missing_person', 'reconciliation', 'self_discovery', 'unlikely_friendship']","['bittersweet', 'chaotic', 'comedic', 'dramatic', 'heartwarming', 'mysterious']","['alcohol', 'foul language', 'smoking', 'substance use', 'suicide', 'violence']","['Satyaki Kundu', 'Souvik Mondal']","['Anindya Sengupta', 'Arpan Ghoshal', 'Kanchan Mullick', 'Pushan Dasgupta', 'Rahul Barui', 'Rohaan Bhattacharjee', 'Roshni Bhattacharyya', 'Subha Chattopadhyay']",6
struct::c7b0f06e-b036-4a46-9a46-d81df8c01db2,Jasoos-ni (Hindi) Season 1,series,Mystery,2020s,"['crime_investigation', 'deception_disguise', 'family_secrets', 'life_threat', 'missing_person', 'murder_mystery']","['mysterious', 'suspenseful', 'tense']","['foul language', 'smoking', 'substance abuse', 'violence']",['Ayan Chakraborti'],"['Divyani Mondal', 'Rahul Arunoday Banerjee', 'Srabanti Chatterjee']",8
struct::ca6e0fc6-f4b9-4a74-a63b-045c35d45d1d,Eken Babu Season 9,series,Detective Comedy,2020s,"['comedy_of_errors', 'crime_investigation', 'deception_disguise', 'heist', 'life_threat', 'missing_person', 'murder_mystery']","['chaotic', 'comedic', 'mysterious', 'suspenseful']","['smoking', 'violence']",['Joydeep Mukherjee'],"['Anirban Chakrabarti', 'Somak Ghosh', 'Suhotra Mukhopadhyay']",7
struct::cece996f-72db-457c-98ed-c7d7cff7a531,Monty Pilot (Hindi) Season 3,series,Drama Thriller,2020s,"['deception_disguise', 'family_conflict', 'family_secrets', 'forbidden_love', 'fugitive_manhunt', 'kidnapping', 'life_threat', 'mistaken_identity', 'survival']","['dramatic', 'emotional', 'intense', 'mysterious', 'suspenseful', 'tense']","['alcohol', 'foul language', 'sexual content', 'smoking', 'violence']","['Debaloy Bhattacharya', 'Qaushiq Mukherjee']","['Saurav Das', 'Solanki Roy']",7
struct::d49bc639-7db6-4ecd-99c7-b4434d5908e9,Dhaka Metro (Hindi) Season 1,series,Drama,2020s,"['self_discovery', 'unlikely_friendship']","['bittersweet', 'heartwarming']","['foul language', 'violence']",['Amitabh Reza Chowdhury'],"['Aupee Karim', 'Mostafa Monwar', 'Neville Ferdous Hasan', 'Shariful Islam', 'Sharmin Zoha Shosheen']",1
struct::dd93233b-0d4d-4d7a-b8bb-d0dc8c542245,Sharey Showlo Season 1,series,Mystery Drama,2020s,"['betrayal', 'cover_up', 'deception_disguise', 'extramarital_affair', 'legal_case_trial', 'murder_mystery']","['dark', 'suspenseful', 'tense', 'tragic']","['alcohol', 'foul language', 'gore', 'mature themes', 'rape', 'sexual content', 'smoking', 'suicide', 'violence']",['Yasir Al Haq'],"['Afia Tabassum Borno', 'Afran Nisho', 'Imtiaz Barshon', 'Intekhab Dinar', 'Irfan Rony', 'Q Nawshaba Ahmed', 'Shahed Ali', 'Zakia Bari Mamo']",6
struct::ddb0caa2-016a-4465-a35a-32df64524d26,Rajneeti (Hindi) Season 1,series,Political Thriller,2020s,"['betrayal', 'cover_up', 'crime_investigation', 'deception_disguise', 'family_conflict', 'family_secrets', 'manipulation', 'mistaken_identity', 'political_unrest']","['dramatic', 'intense', 'mysterious', 'suspenseful', 'tense', 'tragic']","['alcohol', 'domestic violence', 'foul language', 'smoking', 'substance use', 'violence']",['Sourav Chakraborty'],"['Aniruddha Gupta', 'Arjun Chakrabarty', 'Ditipriya Roy', 'Kaushik Ganguly', 'Koneenica Banerjee']",7
struct::de3c09bd-e2a0-4483-8f77-77029115ed96,Damroo (Hindi) Season 1,series,Comedy Drama,2020s,"['comedy_of_errors', 'deception_disguise', 'domestic_conflict', 'extramarital_affair', 'missing_person', 'mistaken_identity']","['comedic', 'dramatic', 'mysterious', 'suspenseful', 'tense']","['alcohol', 'foul language', 'mature themes', 'smoking']",['Joydeep Mukherjee'],"['Anirban Chakrabarti', 'Biswanath Basu', 'Loknath Dey', 'Rayati Bhattacharya']",6
struct::f0a90e07-7321-46d7-95a1-ee5e86bf97de,Mismatch (Hindi) Season 3,series,Comedy,2020s,"['comedy_of_errors', 'domestic_conflict']","['chaotic', 'comedic']","['foul language', 'sexual content']",['Soumik Chattopadhaya'],"['Abhishek Singh', 'Anirban Bhattacharya', 'Kanchan Mullick', 'Paayel Sarkar', 'Priyanka Rati Pal', 'Rachel White', 'Rajdeep Gupta']",1
struct::f52dafc1-6a9a-4605-a662-f158c7d819a2,Nikosh Chhaya Season 2,series,Horror,2020s,"['curse_ritual', 'family_secrets', 'final_battle', 'ghost_haunting', 'kidnapping', 'life_threat', 'supernatural_threat']","['dark', 'eerie', 'intense', 'tense']","['alcohol', 'foul language', 'frightening scene', 'mature themes', 'sexual abuse', 'smoking', 'suicide', 'violence']",['Sayantan Ghosal'],"['Anindita Bose', 'Chiranjeet Chakrabarti', 'Gaurav Chakrabarty', 'Gaurav Chakraborty', 'Gourab Chakrabarty', 'Kanchan Mullick']",6
struct::f93c5116-3f0b-44dc-bef4-811ed4e4ea76,Nikhoj Season 1,series,Thriller,2020s,"['crime_investigation', 'extramarital_affair', 'life_threat', 'missing_person']","['dramatic', 'mysterious', 'suspenseful', 'tense', 'tragic']","['alcohol', 'foul language', 'smoking', 'substance abuse', 'suicide', 'suitable for persons aged 13 and above and under parental guidance for people under age of 13', 'violence']",['Ayan Chakraborti'],"['Koneenica Banerjee', 'Paran Bandopadhyay', 'Saoli Chattopadhyay', 'Somashri Bhattacharya', 'Swastika Mukherjee', 'Tota Roy Choudhury']",6
